#time_boot,lat,lon,alt,relative_alt,vx,vy,vz,heading
2125.994,55.3675710,10.4311499,34.210,-2.730,-0.29,0.00,0.00,157.84
2126.394,55.3675678,10.4311516,34.130,-2.810,-0.03,0.00,0.00,158.19
2126.595,55.3675647,10.4311528,34.110,-2.830,-0.31,0.00,0.00,162.06
2126.995,55.3675613,10.4311536,34.120,-2.820,0.02,0.00,0.00,161.03
2127.396,55.3675581,10.4311543,34.120,-2.820,-0.37,0.00,0.00,161.64
2127.596,55.3675548,10.4311555,34.100,-2.840,0.01,0.00,0.00,160.89
2127.997,55.3675517,10.4311564,34.090,-2.850,-0.20,0.00,0.00,162.05
2128.197,55.3675485,10.4311569,34.110,-2.830,-0.01,0.00,0.00,160.06
2128.597,55.3675453,10.4311583,34.040,-2.900,-0.26,0.00,0.00,160.10
2128.998,55.3675423,10.4311600,33.990,-2.950,-0.13,0.00,0.00,159.84
2129.198,55.3675395,10.4311597,33.870,-3.070,-0.10,0.00,0.00,160.09
2129.619,55.3675369,10.4311590,33.810,-3.130,-0.22,0.00,0.00,158.13
2129.799,55.3675341,10.4311586,33.680,-3.260,-0.25,0.00,0.00,157.90
2130.200,55.3675310,10.4311582,33.670,-3.270,-0.26,0.00,0.00,156.79
2130.582,55.3675274,10.4311585,33.690,-3.250,-0.06,0.00,0.00,155.41
2130.783,55.3675236,10.4311600,33.760,-3.180,-0.34,0.00,0.00,155.10
2131.203,55.3675198,10.4311621,33.770,-3.170,-0.13,0.00,0.00,158.83
2131.403,55.3675166,10.4311641,33.790,-3.150,-0.32,0.00,0.00,160.85
2131.785,55.3675135,10.4311661,33.800,-3.140,-0.17,0.00,0.00,158.19
2132.187,55.3675106,10.4311677,33.780,-3.160,-0.37,0.00,0.00,156.23
2132.387,55.3675074,10.4311687,33.670,-3.270,-0.15,0.00,0.00,150.47
2132.807,55.3675048,10.4311676,33.620,-3.320,-0.30,0.00,0.00,148.32
2133.007,55.3675020,10.4311667,33.570,-3.370,-0.07,0.00,0.00,140.63
2133.389,55.3675001,10.4311662,33.470,-3.470,-0.51,0.00,0.00,144.65
2133.790,55.3674982,10.4311659,33.320,-3.620,-0.32,0.00,0.00,145.17
2133.992,55.3674952,10.4311668,33.280,-3.660,-0.39,0.00,0.00,144.86
2134.393,55.3674917,10.4311677,33.290,-3.650,-0.23,0.00,0.00,142.14
2134.593,55.3674879,10.4311688,33.240,-3.700,-0.52,0.00,0.00,145.63
2134.993,55.3674832,10.4311705,33.190,-3.750,-0.20,0.00,0.00,147.62
2135.395,55.3674778,10.4311723,33.170,-3.770,-0.32,0.00,0.00,147.05
2135.596,55.3674722,10.4311735,33.170,-3.770,-0.32,0.00,0.00,146.24
2135.998,55.3674667,10.4311749,33.150,-3.790,-0.44,0.00,0.00,148.01
2136.199,55.3674613,10.4311774,33.180,-3.760,-0.40,0.00,0.00,145.15
2136.599,55.3674557,10.4311797,33.220,-3.720,-0.15,0.00,0.00,144.10
2137.001,55.3674507,10.4311815,33.300,-3.640,-0.47,0.00,0.00,147.25
2137.181,55.3674451,10.4311840,33.300,-3.640,-0.21,0.00,0.00,149.52
2137.584,55.3674394,10.4311862,33.370,-3.570,-0.34,0.00,0.00,151.41
2137.986,55.3674349,10.4311878,33.480,-3.460,-0.17,0.00,0.00,147.84
2138.187,55.3674304,10.4311895,33.480,-3.460,-0.44,0.00,0.00,152.20
2138.589,55.3674254,10.4311923,33.470,-3.470,-0.07,0.00,0.00,152.33
2138.790,55.3674215,10.4311946,33.550,-3.390,-0.11,0.00,0.00,152.91
2139.192,55.3674175,10.4311959,33.690,-3.250,-0.15,0.00,0.00,151.51
2139.594,55.3674139,10.4311977,33.700,-3.240,-0.33,0.00,0.00,153.22
2139.776,55.3674111,10.4311983,33.650,-3.290,-0.12,0.00,0.00,149.04
2140.178,55.3674085,10.4311989,33.660,-3.280,0.07,0.00,0.00,145.00
2140.398,55.3674060,10.4311994,33.700,-3.240,-0.30,0.00,0.00,146.75
2140.800,55.3674030,10.4312002,33.660,-3.280,-0.16,0.00,0.00,150.05
2141.201,55.3673996,10.4312013,33.620,-3.320,-0.23,0.00,0.00,153.59
2141.383,55.3673970,10.4312025,33.560,-3.380,-0.11,0.00,0.00,152.78
2141.803,55.3673942,10.4312046,33.440,-3.500,-0.34,0.00,0.00,157.69
2142.005,55.3673917,10.4312086,33.370,-3.570,-0.11,0.00,0.00,159.60
2142.386,55.3673888,10.4312124,33.420,-3.520,-0.21,0.00,0.00,163.52
2142.786,55.3673859,10.4312155,33.590,-3.350,-0.02,0.00,0.00,163.21
2142.988,55.3673828,10.4312192,33.720,-3.220,-0.15,0.00,0.00,164.85
2143.390,55.3673792,10.4312225,33.830,-3.110,-0.09,0.00,0.00,166.40
2143.610,55.3673756,10.4312249,33.850,-3.090,0.04,0.00,0.00,166.13
2143.992,55.3673726,10.4312273,33.880,-3.060,-0.09,0.00,0.00,161.33
2144.412,55.3673696,10.4312298,33.800,-3.140,-0.16,0.00,0.00,158.75
2144.593,55.3673674,10.4312325,33.750,-3.190,-0.18,0.00,0.00,156.42
2144.994,55.3673649,10.4312342,33.690,-3.250,-0.01,0.00,0.00,154.98
2145.195,55.3673620,10.4312360,33.670,-3.270,-0.31,0.00,0.00,158.88
2145.596,55.3673586,10.4312385,33.610,-3.330,-0.15,0.00,0.00,161.01
2145.997,55.3673554,10.4312402,33.580,-3.360,-0.33,0.00,0.00,155.59
2146.197,55.3673526,10.4312412,33.540,-3.400,0.00,0.00,0.00,150.95
2146.598,55.3673496,10.4312438,33.570,-3.370,-0.37,0.00,0.00,153.86
2146.778,55.3673451,10.4312466,33.590,-3.350,-0.14,0.00,0.00,152.44
2147.198,55.3673408,10.4312484,33.610,-3.330,-0.21,0.00,0.00,156.05
2147.599,55.3673361,10.4312512,33.690,-3.250,0.00,0.00,0.00,154.10
2147.800,55.3673306,10.4312542,33.780,-3.160,-0.30,0.00,0.00,154.83
2148.201,55.3673247,10.4312582,33.920,-3.020,-0.02,0.00,0.00,155.03
2148.401,55.3673196,10.4312612,34.100,-2.840,0.08,0.00,0.00,160.05
2148.802,55.3673141,10.4312650,34.320,-2.620,0.06,0.00,0.00,159.83
2149.203,55.3673089,10.4312694,34.410,-2.530,-0.08,0.00,0.00,158.58
2149.385,55.3673036,10.4312730,34.470,-2.470,-0.06,0.00,0.00,158.90
2149.805,55.3672983,10.4312744,34.510,-2.430,0.13,0.00,0.00,159.21
2150.006,55.3672941,10.4312737,34.550,-2.390,0.00,0.00,0.00,158.25
2150.406,55.3672900,10.4312753,34.700,-2.240,0.03,0.00,0.00,158.02
2150.787,55.3672855,10.4312780,34.950,-1.990,-0.04,0.00,0.00,159.02
2150.988,55.3672815,10.4312797,35.090,-1.850,0.33,0.00,0.00,154.94
2151.389,55.3672770,10.4312826,35.240,-1.700,-0.15,0.00,0.00,154.72
2151.790,55.3672721,10.4312855,35.250,-1.690,0.22,0.00,0.00,154.17
2151.991,55.3672683,10.4312874,35.340,-1.600,0.11,0.00,0.00,158.40
2152.391,55.3672642,10.4312887,35.430,-1.510,0.24,0.00,0.00,154.84
2152.591,55.3672604,10.4312898,35.380,-1.560,0.00,0.00,0.00,153.70
2153.013,55.3672566,10.4312913,35.360,-1.580,0.04,0.00,0.00,152.28
2153.394,55.3672532,10.4312924,35.350,-1.590,0.13,0.00,0.00,151.37
2153.594,55.3672498,10.4312942,35.500,-1.440,0.18,0.00,0.00,154.38
2153.996,55.3672463,10.4312951,35.420,-1.520,-0.05,0.00,0.00,157.86
2154.196,55.3672427,10.4312953,35.410,-1.530,0.08,0.00,0.00,162.63
2154.596,55.3672391,10.4312961,35.450,-1.490,0.20,0.00,0.00,157.39
2154.997,55.3672356,10.4312971,35.530,-1.410,0.02,0.00,0.00,152.74
2155.197,55.3672312,10.4312989,35.470,-1.470,-0.04,0.00,0.00,153.45
2155.598,55.3672270,10.4312999,35.450,-1.490,0.00,0.00,0.00,155.06
2155.798,55.3672234,10.4312995,35.420,-1.520,0.17,0.00,0.00,151.73
2156.199,55.3672201,10.4312988,35.430,-1.510,-0.10,0.00,0.00,150.83
2156.600,55.3672160,10.4312991,35.380,-1.560,0.03,0.00,0.00,151.01
2156.800,55.3672113,10.4312995,35.410,-1.530,-0.03,0.00,0.00,155.97
2157.182,55.3672068,10.4312996,35.440,-1.500,0.20,0.00,0.00,151.79
2157.402,55.3672026,10.4313011,35.400,-1.540,-0.24,0.00,0.00,150.03
2157.783,55.3671977,10.4313034,35.340,-1.600,0.10,0.00,0.00,148.61
2158.183,55.3671930,10.4313047,35.340,-1.600,-0.10,0.00,0.00,153.63
2158.404,55.3671886,10.4313053,35.390,-1.550,0.19,0.00,0.00,154.13
2158.805,55.3671838,10.4313063,35.410,-1.530,-0.24,0.00,0.00,153.41
2158.985,55.3671794,10.4313072,35.390,-1.550,0.06,0.00,0.00,153.46
2159.386,55.3671753,10.4313079,35.350,-1.590,0.06,0.00,0.00,150.58
2159.805,55.3671713,10.4313086,35.350,-1.590,0.07,0.00,0.00,146.18
2160.006,55.3671674,10.4313081,35.250,-1.690,-0.11,0.00,0.00,147.02
2160.388,55.3671634,10.4313085,35.260,-1.680,-0.01,0.00,0.00,146.99
2160.588,55.3671595,10.4313092,35.280,-1.660,0.21,0.00,0.00,147.26
2160.990,55.3671556,10.4313103,35.360,-1.580,-0.16,0.00,0.00,148.02
2161.391,55.3671518,10.4313127,35.350,-1.590,-0.02,0.00,0.00,149.86
2161.611,55.3671477,10.4313154,35.410,-1.530,-0.09,0.00,0.00,151.65
2161.993,55.3671433,10.4313176,35.480,-1.460,0.11,0.00,0.00,145.94
2162.213,55.3671399,10.4313185,35.500,-1.440,-0.11,0.00,0.00,145.53
2162.613,55.3671361,10.4313193,35.450,-1.490,0.13,0.00,0.00,145.45
2163.014,55.3671316,10.4313205,35.400,-1.540,-0.06,0.00,0.00,146.51
2163.194,55.3671272,10.4313212,35.370,-1.570,0.02,0.00,0.00,145.42
2163.596,55.3671225,10.4313219,35.320,-1.620,-0.18,0.00,0.00,149.15
2163.795,55.3671177,10.4313236,35.360,-1.580,0.04,0.00,0.00,148.01
2164.196,55.3671124,10.4313262,35.380,-1.560,0.03,0.00,0.00,147.33
2164.597,55.3671071,10.4313291,35.420,-1.520,-0.03,0.00,0.00,142.02
2164.797,55.3671019,10.4313313,35.370,-1.570,-0.05,0.00,0.00,144.70
2165.198,55.3670968,10.4313334,35.370,-1.570,-0.09,0.00,0.00,144.89
2165.399,55.3670915,10.4313353,35.350,-1.590,0.17,0.00,0.00,140.83
2165.799,55.3670864,10.4313362,35.370,-1.570,-0.11,0.00,0.00,140.56
2166.201,55.3670815,10.4313367,35.310,-1.630,-0.02,0.00,0.00,141.32
2166.402,55.3670759,10.4313381,35.290,-1.650,-0.12,0.00,0.00,139.80
2166.803,55.3670703,10.4313397,35.320,-1.620,0.11,0.00,0.00,138.45
2167.004,55.3670646,10.4313410,35.350,-1.590,-0.23,0.00,0.00,144.07
2167.404,55.3670583,10.4313425,35.360,-1.580,0.06,0.00,0.00,147.03
2167.804,55.3670524,10.4313429,35.370,-1.570,-0.10,0.00,0.00,149.83
2168.005,55.3670468,10.4313416,35.410,-1.530,0.15,0.00,0.00,150.01
2168.386,55.3670409,10.4313410,35.380,-1.560,-0.29,0.00,0.00,151.32
2168.788,55.3670349,10.4313412,35.340,-1.600,0.03,0.00,0.00,151.24
2168.989,55.3670285,10.4313416,35.340,-1.600,0.00,0.00,0.00,152.16
2169.389,55.3670225,10.4313423,35.390,-1.550,0.03,0.00,0.00,146.45
2169.609,55.3670165,10.4313436,35.360,-1.580,-0.12,0.00,0.00,148.42
2170.010,55.3670102,10.4313446,35.350,-1.590,-0.05,0.00,0.00,148.51
2170.392,55.3670036,10.4313453,35.350,-1.590,0.15,0.00,0.00,149.05
2170.593,55.3669966,10.4313464,35.400,-1.540,-0.11,0.00,0.00,149.64
2170.992,55.3669900,10.4313477,35.380,-1.560,0.07,0.00,0.00,152.59
2171.193,55.3669837,10.4313489,35.400,-1.540,-0.21,0.00,0.00,153.84
2171.614,55.3669776,10.4313496,35.400,-1.540,0.10,0.00,0.00,151.46
2171.995,55.3669718,10.4313498,35.420,-1.520,-0.21,0.00,0.00,152.64
2172.196,55.3669655,10.4313512,35.430,-1.510,0.07,0.00,0.00,148.82
2172.596,55.3669594,10.4313522,35.570,-1.370,-0.05,0.00,0.00,149.26
2172.797,55.3669535,10.4313518,35.660,-1.280,0.07,0.00,0.00,142.42
2173.199,55.3669480,10.4313516,35.710,-1.230,-0.16,0.00,0.00,144.52
2173.600,55.3669424,10.4313516,35.750,-1.190,0.14,0.00,0.00,144.62
2173.800,55.3669372,10.4313513,35.800,-1.140,0.04,0.00,0.00,147.14
2174.201,55.3669321,10.4313505,35.870,-1.070,0.12,0.00,0.00,145.39
2174.401,55.3669276,10.4313502,35.870,-1.070,0.05,0.00,0.00,146.66
2174.801,55.3669232,10.4313496,35.920,-1.020,0.02,0.00,0.00,147.33
2175.203,55.3669186,10.4313488,35.920,-1.020,0.35,0.00,0.00,147.15
2175.404,55.3669143,10.4313473,35.990,-0.950,0.08,0.00,0.00,147.23
2175.784,55.3669096,10.4313462,35.930,-1.010,0.01,0.00,0.00,149.63
2175.985,55.3669052,10.4313454,35.960,-0.980,0.08,0.00,0.00,151.47
2176.407,55.3669007,10.4313447,35.960,-0.980,0.30,0.00,0.00,146.37
2176.809,55.3668968,10.4313442,36.020,-0.920,-0.02,0.00,0.00,142.97
2176.990,55.3668930,10.4313440,35.950,-0.990,0.06,0.00,0.00,138.73
2177.393,55.3668898,10.4313429,35.880,-1.060,-0.10,0.00,0.00,135.36
2177.613,55.3668866,10.4313411,35.880,-1.060,0.35,0.00,0.00,128.89
2178.014,55.3668840,10.4313391,35.900,-1.040,-0.03,0.00,0.00,129.70
2178.395,55.3668817,10.4313379,35.880,-1.060,0.00,0.00,0.00,129.87
2178.595,55.3668800,10.4313367,35.880,-1.060,-0.08,0.00,0.00,128.73
2178.997,55.3668787,10.4313355,35.880,-1.060,0.09,0.00,0.00,121.59
2179.199,55.3668775,10.4313350,35.880,-1.060,-0.22,0.00,0.00,116.56
2179.601,55.3668768,10.4313356,35.820,-1.120,-0.01,0.00,0.00,113.35
2180.002,55.3668762,10.4313366,35.790,-1.150,-0.14,0.00,0.00,111.17
2180.184,55.3668756,10.4313377,35.780,-1.160,0.11,0.00,0.00,101.11
2180.604,55.3668749,10.4313398,35.760,-1.180,-0.18,0.00,0.00,95.30
2180.986,55.3668741,10.4313430,35.710,-1.230,-0.08,0.00,0.00,91.65
2181.187,55.3668732,10.4313461,35.700,-1.240,-0.10,0.00,0.00,89.41
2181.588,55.3668721,10.4313489,35.740,-1.200,0.03,0.00,0.00,86.03
2181.789,55.3668711,10.4313512,35.810,-1.130,-0.07,0.00,0.00,82.27
2182.191,55.3668709,10.4313540,35.840,-1.100,-0.04,0.00,0.00,79.44
2182.591,55.3668713,10.4313570,35.880,-1.060,0.05,0.00,0.00,76.77
2182.792,55.3668718,10.4313586,35.930,-1.010,0.16,0.00,0.00,72.77
2183.193,55.3668726,10.4313599,35.990,-0.950,0.02,0.00,0.00,70.62
2183.393,55.3668737,10.4313604,35.970,-0.970,-0.11,0.00,0
